,Merchant_id,Business_type,Location,mof,Affirm_product,churn
2390,M2391,Beauty,Los Angeles,59,Debit Card,0
2391,M2392,Department_store,Chicago,27,VCN-integration,0
2392,M2393,Beauty,Phoenix,69,Debit Card,0
2393,M2394,Ticket,Houston,25,Debit Card,0
2394,M2395,Retail,San Francisco,3,Partnership,0
2395,M2396,Beauty,Chicago,68,Debit Card,0
2396,M2397,Ticket,San Francisco,25,Partnership,0
2397,M2398,Restaurant,Chicago,20,Partnership,0
2398,M2399,Beauty,Houston,34,VCN-integration,0
2399,M2400,Ticket,New York,26,API-integration,0
2400,M2401,Retail,Los Angeles,5,Partnership,0
2401,M2402,Beauty,Phoenix,61,Debit Card,0
2402,M2403,Airline,New York,9,VCN-integration,0
2403,M2404,Ticket,Houston,50,Other integrations,0
2404,M2405,Beauty,Los Angeles,6,Other integrations,0
2405,M2406,Retail,Los Angeles,60,Other integrations,0
2406,M2407,Beauty,Los Angeles,44,Debit Card,0
2407,M2408,Beauty,Houston,11,API-integration,0
2408,M2409,Airline,San Francisco,66,Affirm Anywhere,0
2409,M2410,Ticket,San Francisco,47,API-integration,0
2410,M2411,Department_store,San Francisco,3,VCN-integration,0
2411,M2412,Beauty,New York,30,API-integration,0
2412,M2413,Department_store,Phoenix,21,Other integrations,0
2413,M2414,Restaurant,Los Angeles,28,API-integration,0
2414,M2415,Beauty,Los Angeles,62,VCN-integration,0
2415,M2416,Department_store,New York,33,VCN-integration,0
2416,M2417,Restaurant,San Francisco,35,Other integrations,0
2417,M2418,Airline,Los Angeles,52,Debit Card,0
2418,M2419,Ticket,Los Angeles,34,Partnership,0
2419,M2420,Beauty,Houston,41,Affirm Anywhere,0
2420,M2421,Ticket,Chicago,51,Affirm Anywhere,0
2421,M2422,Restaurant,New York,47,Other integrations,0
2422,M2423,Ticket,New York,58,Affirm Anywhere,0
2423,M2424,Ticket,San Francisco,57,API-integration,0
2424,M2425,Retail,New York,23,VCN-integration,0
2425,M2426,Restaurant,San Francisco,48,VCN-integration,0
2426,M2427,Ticket,Houston,22,Other integrations,0
2427,M2428,Department_store,Houston,17,VCN-integration,0
2428,M2429,Restaurant,Phoenix,69,Partnership,0
2429,M2430,Retail,San Francisco,11,VCN-integration,0
2430,M2431,Beauty,Houston,15,VCN-integration,0
2431,M2432,Airline,San Francisco,35,API-integration,0
2432,M2433,Ticket,New York,33,Debit Card,0
2433,M2434,Department_store,Phoenix,16,Affirm Anywhere,0
2434,M2435,Retail,Chicago,34,API-integration,0
2435,M2436,Restaurant,Los Angeles,66,API-integration,1
2436,M2437,Airline,Los Angeles,40,API-integration,0
2437,M2438,Airline,Phoenix,28,Affirm Anywhere,0
2438,M2439,Ticket,San Francisco,47,Other integrations,0
2439,M2440,Retail,San Francisco,39,API-integration,0
2440,M2441,Retail,San Francisco,70,Debit Card,0
2441,M2442,Department_store,Chicago,20,Other integrations,0
2442,M2443,Beauty,Los Angeles,1,VCN-integration,0
2443,M2444,Beauty,Phoenix,63,Debit Card,0
2444,M2445,Beauty,San Francisco,67,Other integrations,0
2445,M2446,Airline,Houston,4,VCN-integration,0
2446,M2447,Airline,New York,58,VCN-integration,0
2447,M2448,Restaurant,Chicago,25,API-integration,0
2448,M2449,Airline,San Francisco,47,API-integration,0
2449,M2450,Airline,Los Angeles,38,Affirm Anywhere,0
2450,M2451,Retail,New York,15,Partnership,0
2451,M2452,Restaurant,Phoenix,63,Debit Card,0
2452,M2453,Retail,San Francisco,21,Affirm Anywhere,0
2453,M2454,Department_store,Los Angeles,57,Affirm Anywhere,0
2454,M2455,Department_store,New York,53,Debit Card,0
2455,M2456,Restaurant,Houston,46,Other integrations,1
2456,M2457,Restaurant,Chicago,14,Debit Card,0
2457,M2458,Airline,Phoenix,17,VCN-integration,0
2458,M2459,Department_store,Los Angeles,39,Partnership,0
2459,M2460,Ticket,Houston,9,Other integrations,0
2460,M2461,Beauty,Chicago,6,API-integration,0
2461,M2462,Airline,Chicago,23,Partnership,0
2462,M2463,Beauty,Houston,59,Partnership,0
2463,M2464,Department_store,Los Angeles,46,API-integration,0
2464,M2465,Beauty,Chicago,38,Partnership,0
2465,M2466,Ticket,Phoenix,14,Other integrations,0
2466,M2467,Ticket,New York,62,Other integrations,0
2467,M2468,Retail,Phoenix,35,Other integrations,1
2468,M2469,Restaurant,San Francisco,19,Affirm Anywhere,0
2469,M2470,Beauty,Chicago,30,Affirm Anywhere,0
2470,M2471,Ticket,New York,25,Other integrations,0
2471,M2472,Restaurant,Houston,40,API-integration,0
2472,M2473,Restaurant,New York,14,API-integration,0
2473,M2474,Retail,New York,26,Debit Card,0
2474,M2475,Restaurant,New York,22,Debit Card,0
2475,M2476,Restaurant,Chicago,48,Other integrations,0
2476,M2477,Airline,San Francisco,51,Partnership,0
2477,M2478,Department_store,San Francisco,3,Partnership,0
2478,M2479,Retail,Los Angeles,42,API-integration,0
2479,M2480,Retail,San Francisco,19,Partnership,0
2480,M2481,Beauty,Chicago,28,VCN-integration,0
2481,M2482,Restaurant,Los Angeles,45,Affirm Anywhere,0
2482,M2483,Beauty,Houston,71,Partnership,0
2483,M2484,Airline,Houston,63,Partnership,0
2484,M2485,Ticket,Houston,19,Debit Card,0
2485,M2486,Restaurant,Houston,47,VCN-integration,0
2486,M2487,Ticket,Houston,14,Partnership,0
2487,M2488,Department_store,Phoenix,38,Affirm Anywhere,0
2488,M2489,Airline,Chicago,53,Partnership,0
2489,M2490,Restaurant,Los Angeles,61,API-integration,0
2490,M2491,Beauty,Houston,36,VCN-integration,0
2491,M2492,Beauty,Phoenix,40,Partnership,0
2492,M2493,Restaurant,San Francisco,30,VCN-integration,0
2493,M2494,Beauty,Phoenix,9,Partnership,0
2494,M2495,Restaurant,Phoenix,64,Affirm Anywhere,0
2495,M2496,Retail,Chicago,33,Affirm Anywhere,0
2496,M2497,Beauty,Houston,52,VCN-integration,0
2497,M2498,Restaurant,Phoenix,14,Other integrations,0
2498,M2499,Restaurant,Phoenix,53,Debit Card,0
2499,M2500,Beauty,Houston,59,Debit Card,0
2500,M2501,Retail,Chicago,41,API-integration,0
2501,M2502,Beauty,Phoenix,68,Other integrations,0
2502,M2503,Restaurant,Los Angeles,68,Debit Card,0
2503,M2504,Retail,New York,8,VCN-integration,0
2504,M2505,Ticket,San Francisco,2,Debit Card,0
2505,M2506,Department_store,New York,41,API-integration,0
2506,M2507,Beauty,New York,55,Partnership,0
2507,M2508,Airline,Chicago,16,Debit Card,0
2508,M2509,Restaurant,Phoenix,62,VCN-integration,0
2509,M2510,Retail,New York,48,VCN-integration,0
2510,M2511,Retail,New York,30,API-integration,0
2511,M2512,Ticket,San Francisco,12,API-integration,0
2512,M2513,Beauty,Houston,35,Affirm Anywhere,0
2513,M2514,Airline,Phoenix,11,Affirm Anywhere,0
2514,M2515,Retail,Phoenix,64,Affirm Anywhere,0
2515,M2516,Ticket,San Francisco,50,Partnership,0
2516,M2517,Restaurant,Houston,21,VCN-integration,0
2517,M2518,Ticket,Phoenix,69,Affirm Anywhere,0
2518,M2519,Beauty,Los Angeles,48,VCN-integration,0
2519,M2520,Ticket,San Francisco,20,API-integration,1
2520,M2521,Retail,Chicago,67,Partnership,0
2521,M2522,Retail,Houston,44,API-integration,0
2522,M2523,Department_store,San Francisco,33,VCN-integration,0
2523,M2524,Ticket,New York,61,Other integrations,0
2524,M2525,Restaurant,Phoenix,9,Other integrations,0
2525,M2526,Airline,Los Angeles,68,Affirm Anywhere,0
2526,M2527,Airline,Los Angeles,35,Other integrations,0
2527,M2528,Beauty,Chicago,65,API-integration,0
2528,M2529,Department_store,San Francisco,8,Other integrations,0
2529,M2530,Ticket,Los Angeles,45,Debit Card,0
2530,M2531,Restaurant,San Francisco,47,Partnership,0
2531,M2532,Department_store,Phoenix,40,VCN-integration,0
2532,M2533,Retail,Phoenix,54,Affirm Anywhere,0
2533,M2534,Beauty,Los Angeles,46,API-integration,0
2534,M2535,Ticket,Phoenix,47,Partnership,0
2535,M2536,Airline,San Francisco,15,Affirm Anywhere,0
2536,M2537,Restaurant,Phoenix,19,API-integration,0
2537,M2538,Retail,New York,26,Other integrations,0
2538,M2539,Department_store,San Francisco,52,VCN-integration,0
2539,M2540,Beauty,Houston,22,Debit Card,0
2540,M2541,Department_store,Phoenix,21,Debit Card,0
2541,M2542,Airline,Phoenix,51,Other integrations,0
2542,M2543,Department_store,San Francisco,38,VCN-integration,0
2543,M2544,Restaurant,Chicago,20,Partnership,0
2544,M2545,Retail,Houston,29,VCN-integration,0
2545,M2546,Ticket,Houston,51,Other integrations,0
2546,M2547,Restaurant,Houston,4,API-integration,0
2547,M2548,Airline,Los Angeles,55,Partnership,0
2548,M2549,Beauty,New York,71,Debit Card,0
2549,M2550,Airline,New York,28,Other integrations,0
2550,M2551,Airline,Chicago,4,API-integration,0
2551,M2552,Department_store,Houston,22,Other integrations,0
2552,M2553,Beauty,Houston,45,Affirm Anywhere,0
2553,M2554,Restaurant,Phoenix,67,Affirm Anywhere,0
2554,M2555,Airline,San Francisco,66,Affirm Anywhere,0
2555,M2556,Restaurant,Los Angeles,34,Debit Card,0
2556,M2557,Ticket,Los Angeles,55,VCN-integration,0
2557,M2558,Department_store,Chicago,1,Partnership,0
2558,M2559,Restaurant,New York,38,Debit Card,0
2559,M2560,Beauty,Houston,6,API-integration,0
2560,M2561,Airline,San Francisco,25,API-integration,0
2561,M2562,Ticket,Chicago,17,Affirm Anywhere,0
2562,M2563,Beauty,Los Angeles,61,Partnership,0
2563,M2564,Department_store,Los Angeles,12,Affirm Anywhere,0
2564,M2565,Ticket,Los Angeles,6,API-integration,0
2565,M2566,Ticket,Houston,27,API-integration,1
2566,M2567,Ticket,Houston,8,VCN-integration,0
2567,M2568,Airline,Houston,65,VCN-integration,0
2568,M2569,Retail,Phoenix,57,VCN-integration,0
2569,M2570,Ticket,New York,40,Affirm Anywhere,0
2570,M2571,Beauty,Los Angeles,14,Other integrations,0
2571,M2572,Beauty,Los Angeles,35,Partnership,0
2572,M2573,Department_store,Phoenix,48,VCN-integration,0
2573,M2574,Restaurant,Los Angeles,56,Debit Card,0
2574,M2575,Restaurant,Los Angeles,49,VCN-integration,0
2575,M2576,Retail,Houston,13,Affirm Anywhere,0
2576,M2577,Airline,Houston,61,Partnership,0
2577,M2578,Airline,New York,49,VCN-integration,0
2578,M2579,Ticket,Los Angeles,46,Partnership,1
2579,M2580,Retail,Chicago,62,Debit Card,0
2580,M2581,Department_store,Los Angeles,8,API-integration,0
2581,M2582,Department_store,Los Angeles,43,Partnership,0
2582,M2583,Restaurant,New York,20,Other integrations,0
2583,M2584,Department_store,Chicago,39,VCN-integration,0
2584,M2585,Ticket,Los Angeles,49,Affirm Anywhere,0
2585,M2586,Beauty,San Francisco,64,Other integrations,0
2586,M2587,Department_store,San Francisco,62,Other integrations,0
2587,M2588,Retail,Chicago,54,Affirm Anywhere,0
2588,M2589,Ticket,San Francisco,9,Affirm Anywhere,0
2589,M2590,Department_store,Houston,37,Affirm Anywhere,0
2590,M2591,Airline,Houston,49,Other integrations,1
2591,M2592,Department_store,Chicago,41,Partnership,0
2592,M2593,Airline,Los Angeles,17,Affirm Anywhere,0
2593,M2594,Ticket,Chicago,21,API-integration,0
2594,M2595,Department_store,San Francisco,51,Other integrations,0
2595,M2596,Airline,Chicago,59,Other integrations,0
2596,M2597,Beauty,San Francisco,39,Other integrations,0
2597,M2598,Restaurant,Houston,55,Debit Card,0
2598,M2599,Ticket,Chicago,41,Partnership,0
2599,M2600,Airline,Phoenix,39,Partnership,0
2600,M2601,Retail,San Francisco,13,Affirm Anywhere,0
2601,M2602,Department_store,Phoenix,64,Other integrations,0
2602,M2603,Airline,Houston,11,Other integrations,0
2603,M2604,Airline,Los Angeles,19,Affirm Anywhere,0
2604,M2605,Airline,San Francisco,11,Partnership,0
2605,M2606,Restaurant,Los Angeles,46,Affirm Anywhere,0
2606,M2607,Retail,Houston,45,Affirm Anywhere,0
2607,M2608,Retail,Los Angeles,1,Affirm Anywhere,0
2608,M2609,Beauty,San Francisco,40,Affirm Anywhere,0
2609,M2610,Restaurant,New York,19,Affirm Anywhere,0
2610,M2611,Airline,San Francisco,61,VCN-integration,0
2611,M2612,Ticket,San Francisco,12,VCN-integration,0
2612,M2613,Restaurant,Phoenix,61,Other integrations,0
2613,M2614,Restaurant,New York,33,Other integrations,0
2614,M2615,Retail,New York,45,VCN-integration,0
2615,M2616,Beauty,New York,69,Partnership,0
2616,M2617,Beauty,San Francisco,8,Debit Card,0
2617,M2618,Restaurant,Houston,25,Partnership,0
2618,M2619,Restaurant,New York,46,Other integrations,0
2619,M2620,Department_store,Chicago,30,VCN-integration,0
2620,M2621,Airline,Los Angeles,47,Partnership,0
2621,M2622,Retail,Houston,49,Debit Card,0
2622,M2623,Airline,Chicago,47,Affirm Anywhere,0
2623,M2624,Ticket,San Francisco,18,API-integration,0
2624,M2625,Ticket,San Francisco,66,VCN-integration,0
2625,M2626,Beauty,Chicago,68,VCN-integration,0
2626,M2627,Retail,Phoenix,33,Debit Card,0
2627,M2628,Airline,Phoenix,36,Affirm Anywhere,0
2628,M2629,Beauty,Chicago,19,Affirm Anywhere,1
2629,M2630,Ticket,Phoenix,28,API-integration,0
2630,M2631,Restaurant,Los Angeles,40,Affirm Anywhere,0
2631,M2632,Retail,Los Angeles,15,Debit Card,0
2632,M2633,Retail,San Francisco,41,Other integrations,0
2633,M2634,Airline,Phoenix,39,Affirm Anywhere,0
2634,M2635,Department_store,New York,2,Other integrations,0
2635,M2636,Airline,Chicago,63,Other integrations,0
2636,M2637,Restaurant,Los Angeles,29,Debit Card,0
2637,M2638,Restaurant,Phoenix,66,VCN-integration,0
2638,M2639,Beauty,Phoenix,51,VCN-integration,0
2639,M2640,Retail,Los Angeles,10,VCN-integration,0
2640,M2641,Beauty,Los Angeles,14,Partnership,0
2641,M2642,Restaurant,New York,51,VCN-integration,0
2642,M2643,Department_store,Phoenix,39,Debit Card,0
2643,M2644,Retail,Phoenix,28,API-integration,1
2644,M2645,Restaurant,Houston,3,Affirm Anywhere,0
2645,M2646,Department_store,San Francisco,70,VCN-integration,0
2646,M2647,Airline,New York,27,Partnership,0
2647,M2648,Ticket,Los Angeles,2,Other integrations,0
2648,M2649,Restaurant,Los Angeles,38,Partnership,1
2649,M2650,Ticket,Chicago,3,Debit Card,0
2650,M2651,Beauty,San Francisco,16,API-integration,0
2651,M2652,Ticket,Los Angeles,40,VCN-integration,0
2652,M2653,Restaurant,Phoenix,2,VCN-integration,0
2653,M2654,Ticket,Los Angeles,41,Partnership,0
2654,M2655,Retail,Phoenix,12,Debit Card,0
2655,M2656,Restaurant,Phoenix,35,Partnership,0
2656,M2657,Department_store,New York,65,Partnership,0
2657,M2658,Ticket,Los Angeles,55,API-integration,0
2658,M2659,Retail,New York,45,Debit Card,0
2659,M2660,Beauty,San Francisco,62,API-integration,0
2660,M2661,Beauty,Phoenix,49,Debit Card,0
2661,M2662,Ticket,San Francisco,25,VCN-integration,0
2662,M2663,Beauty,Los Angeles,23,Affirm Anywhere,0
2663,M2664,Department_store,San Francisco,24,Other integrations,0
2664,M2665,Restaurant,San Francisco,38,Affirm Anywhere,0
2665,M2666,Retail,Los Angeles,28,Debit Card,0
2666,M2667,Airline,New York,21,Affirm Anywhere,0
2667,M2668,Ticket,New York,54,Partnership,1
2668,M2669,Beauty,Phoenix,18,VCN-integration,0
2669,M2670,Restaurant,Phoenix,36,Other integrations,0
2670,M2671,Airline,Los Angeles,45,Other integrations,0
2671,M2672,Department_store,Los Angeles,53,Other integrations,0
2672,M2673,Beauty,Houston,30,VCN-integration,0
2673,M2674,Beauty,Houston,60,Affirm Anywhere,0
2674,M2675,Retail,Chicago,32,Other integrations,0
2675,M2676,Department_store,Phoenix,67,Other integrations,0
2676,M2677,Department_store,San Francisco,67,Debit Card,0
2677,M2678,Ticket,Chicago,28,Partnership,1
2678,M2679,Airline,Chicago,44,Debit Card,0
2679,M2680,Retail,New York,41,Affirm Anywhere,0
2680,M2681,Ticket,San Francisco,63,VCN-integration,0
2681,M2682,Retail,New York,23,VCN-integration,0
2682,M2683,Department_store,Houston,48,Debit Card,0
2683,M2684,Retail,Chicago,32,API-integration,0
2684,M2685,Retail,Houston,57,Debit Card,0
2685,M2686,Retail,San Francisco,33,API-integration,0
2686,M2687,Restaurant,San Francisco,24,Debit Card,0
2687,M2688,Restaurant,Phoenix,39,API-integration,0
2688,M2689,Airline,Los Angeles,34,API-integration,0
2689,M2690,Airline,New York,56,Other integrations,0
2690,M2691,Department_store,Phoenix,28,Other integrations,0
2691,M2692,Retail,Phoenix,37,API-integration,0
2692,M2693,Department_store,New York,7,API-integration,0
2693,M2694,Restaurant,New York,68,Partnership,0
2694,M2695,Retail,San Francisco,37,API-integration,1
2695,M2696,Ticket,San Francisco,56,Other integrations,0
2696,M2697,Restaurant,Chicago,65,API-integration,0
2697,M2698,Restaurant,Houston,65,VCN-integration,0
2698,M2699,Restaurant,San Francisco,47,Partnership,0
2699,M2700,Retail,Phoenix,20,API-integration,0
2700,M2701,Airline,Chicago,19,Other integrations,0
2701,M2702,Beauty,Chicago,29,Other integrations,0
2702,M2703,Ticket,Phoenix,60,Affirm Anywhere,0
2703,M2704,Ticket,San Francisco,18,Other integrations,0
2704,M2705,Department_store,Phoenix,35,Partnership,1
2705,M2706,Retail,Los Angeles,43,Other integrations,0
2706,M2707,Airline,San Francisco,11,VCN-integration,0
2707,M2708,Restaurant,Houston,49,Debit Card,0
2708,M2709,Beauty,Phoenix,38,VCN-integration,0
2709,M2710,Retail,San Francisco,64,VCN-integration,0
2710,M2711,Retail,New York,69,Partnership,0
2711,M2712,Airline,Los Angeles,8,Partnership,0
2712,M2713,Beauty,Houston,34,Affirm Anywhere,0
2713,M2714,Restaurant,San Francisco,48,Other integrations,0
2714,M2715,Retail,New York,56,Affirm Anywhere,0
2715,M2716,Ticket,San Francisco,65,Partnership,0
2716,M2717,Ticket,New York,31,Other integrations,0
2717,M2718,Beauty,Houston,4,Partnership,0
2718,M2719,Restaurant,Los Angeles,50,Partnership,0
2719,M2720,Beauty,New York,69,Debit Card,0
2720,M2721,Retail,Chicago,30,VCN-integration,0
2721,M2722,Ticket,Houston,59,Affirm Anywhere,1
2722,M2723,Department_store,Houston,67,Affirm Anywhere,0
2723,M2724,Beauty,Phoenix,45,API-integration,0
2724,M2725,Department_store,Los Angeles,4,Debit Card,0
2725,M2726,Department_store,Chicago,26,Partnership,0
2726,M2727,Airline,Chicago,27,Partnership,0
2727,M2728,Ticket,Phoenix,46,Debit Card,0
2728,M2729,Beauty,New York,64,Other integrations,0
2729,M2730,Department_store,New York,51,Affirm Anywhere,0
2730,M2731,Retail,Chicago,50,Partnership,0
2731,M2732,Airline,Los Angeles,6,API-integration,0
2732,M2733,Restaurant,New York,59,Affirm Anywhere,0
2733,M2734,Airline,Houston,15,VCN-integration,0
2734,M2735,Restaurant,San Francisco,30,Debit Card,0
2735,M2736,Ticket,Phoenix,42,Affirm Anywhere,0
2736,M2737,Beauty,Los Angeles,37,VCN-integration,0
2737,M2738,Beauty,New York,42,API-integration,0
2738,M2739,Restaurant,San Francisco,35,Other integrations,0
2739,M2740,Retail,Chicago,6,Debit Card,0
2740,M2741,Restaurant,Phoenix,68,Other integrations,0
2741,M2742,Restaurant,New York,18,Partnership,1
2742,M2743,Beauty,Chicago,29,Other integrations,0
2743,M2744,Department_store,New York,59,Partnership,0
2744,M2745,Retail,Phoenix,47,VCN-integration,0
2745,M2746,Beauty,Houston,17,Affirm Anywhere,0
2746,M2747,Airline,Houston,22,API-integration,0
2747,M2748,Restaurant,San Francisco,68,VCN-integration,0
2748,M2749,Department_store,Chicago,69,API-integration,0
2749,M2750,Retail,Houston,37,Other integrations,0
2750,M2751,Ticket,Phoenix,49,API-integration,0
2751,M2752,Retail,Chicago,13,Other integrations,0
2752,M2753,Retail,New York,34,API-integration,0
2753,M2754,Restaurant,Los Angeles,53,Debit Card,0
2754,M2755,Restaurant,New York,51,VCN-integration,0
2755,M2756,Ticket,Phoenix,3,Debit Card,0
2756,M2757,Ticket,San Francisco,42,Affirm Anywhere,0
2757,M2758,Ticket,Chicago,32,Affirm Anywhere,0
2758,M2759,Beauty,New York,51,Partnership,0
2759,M2760,Beauty,Chicago,46,Partnership,0
2760,M2761,Restaurant,Houston,21,Partnership,0
2761,M2762,Restaurant,Los Angeles,44,Affirm Anywhere,1
2762,M2763,Ticket,Phoenix,11,API-integration,0
2763,M2764,Beauty,New York,68,Other integrations,0
2764,M2765,Department_store,Los Angeles,1,API-integration,0
2765,M2766,Beauty,Phoenix,63,VCN-integration,0
2766,M2767,Restaurant,Phoenix,24,Affirm Anywhere,0
2767,M2768,Beauty,San Francisco,13,Other integrations,0
2768,M2769,Restaurant,Houston,11,Other integrations,0
2769,M2770,Ticket,San Francisco,51,Other integrations,0
2770,M2771,Ticket,San Francisco,17,Partnership,0
2771,M2772,Ticket,Chicago,24,Other integrations,0
2772,M2773,Department_store,Chicago,19,Other integrations,0
2773,M2774,Department_store,Los Angeles,37,Affirm Anywhere,0
2774,M2775,Restaurant,Houston,8,API-integration,0
2775,M2776,Retail,Phoenix,28,API-integration,0
2776,M2777,Airline,Houston,5,Debit Card,0
2777,M2778,Department_store,Houston,17,Debit Card,0
2778,M2779,Restaurant,Los Angeles,36,VCN-integration,0
2779,M2780,Beauty,Chicago,19,Affirm Anywhere,0
2780,M2781,Ticket,Houston,64,Debit Card,0
2781,M2782,Ticket,Houston,11,Debit Card,0
2782,M2783,Ticket,Houston,54,Affirm Anywhere,0
2783,M2784,Restaurant,New York,45,API-integration,0
2784,M2785,Ticket,Houston,47,VCN-integration,0
2785,M2786,Department_store,Houston,12,VCN-integration,0
2786,M2787,Beauty,Phoenix,21,VCN-integration,0
2787,M2788,Ticket,San Francisco,11,Debit Card,0
2788,M2789,Restaurant,New York,5,API-integration,0
2789,M2790,Beauty,Houston,56,VCN-integration,0
2790,M2791,Ticket,San Francisco,20,Affirm Anywhere,0
2791,M2792,Retail,Houston,41,VCN-integration,0
2792,M2793,Ticket,Los Angeles,46,Partnership,0
2793,M2794,Airline,Los Angeles,12,API-integration,0
2794,M2795,Department_store,San Francisco,70,Partnership,0
2795,M2796,Beauty,New York,17,API-integration,0
2796,M2797,Department_store,Phoenix,19,Other integrations,0
2797,M2798,Retail,New York,26,Affirm Anywhere,0
2798,M2799,Retail,New York,48,Other integrations,1
2799,M2800,Airline,Los Angeles,52,Debit Card,0
2800,M2801,Department_store,Los Angeles,70,Debit Card,0
2801,M2802,Beauty,Phoenix,55,Other integrations,0
2802,M2803,Retail,Houston,33,API-integration,0
2803,M2804,Retail,Phoenix,62,VCN-integration,0
2804,M2805,Ticket,Houston,23,Partnership,1
2805,M2806,Airline,San Francisco,15,Affirm Anywhere,0
2806,M2807,Restaurant,San Francisco,27,VCN-integration,0
2807,M2808,Retail,Chicago,64,Debit Card,1
2808,M2809,Beauty,Los Angeles,51,VCN-integration,0
2809,M2810,Beauty,Chicago,53,Other integrations,0
2810,M2811,Ticket,Chicago,51,Other integrations,0
2811,M2812,Beauty,Los Angeles,47,Partnership,0
2812,M2813,Ticket,Chicago,4,Debit Card,0
2813,M2814,Retail,New York,7,API-integration,0
2814,M2815,Retail,Houston,35,Affirm Anywhere,0
2815,M2816,Retail,Phoenix,48,Other integrations,0
2816,M2817,Retail,Los Angeles,45,Affirm Anywhere,0
2817,M2818,Restaurant,New York,19,Debit Card,0
2818,M2819,Airline,San Francisco,63,API-integration,0
2819,M2820,Airline,Phoenix,38,Other integrations,0
2820,M2821,Restaurant,Phoenix,67,Partnership,0
2821,M2822,Retail,Phoenix,59,Affirm Anywhere,0
2822,M2823,Beauty,Chicago,69,Debit Card,0
2823,M2824,Ticket,Chicago,13,Affirm Anywhere,0
2824,M2825,Airline,Chicago,47,API-integration,0
2825,M2826,Department_store,Chicago,61,Partnership,0
2826,M2827,Ticket,New York,31,API-integration,0
2827,M2828,Department_store,Chicago,22,Other integrations,0
2828,M2829,Department_store,Los Angeles,43,VCN-integration,0
2829,M2830,Retail,Phoenix,67,API-integration,1
2830,M2831,Department_store,New York,54,API-integration,0
2831,M2832,Retail,San Francisco,10,Affirm Anywhere,0
2832,M2833,Restaurant,Chicago,42,API-integration,0
2833,M2834,Beauty,San Francisco,64,Debit Card,0
2834,M2835,Department_store,Phoenix,21,Other integrations,0
2835,M2836,Beauty,New York,66,Affirm Anywhere,0
2836,M2837,Retail,Phoenix,41,Affirm Anywhere,0
2837,M2838,Department_store,San Francisco,24,VCN-integration,0
2838,M2839,Ticket,New York,35,Other integrations,0
2839,M2840,Restaurant,Houston,56,Debit Card,0
2840,M2841,Airline,New York,30,Other integrations,1
2841,M2842,Restaurant,Chicago,57,API-integration,0
2842,M2843,Department_store,San Francisco,47,VCN-integration,0
2843,M2844,Restaurant,Phoenix,35,Debit Card,0
2844,M2845,Airline,Phoenix,19,VCN-integration,0
2845,M2846,Ticket,Phoenix,8,Other integrations,0
2846,M2847,Beauty,Los Angeles,26,Partnership,0
2847,M2848,Ticket,Los Angeles,71,Other integrations,0
2848,M2849,Restaurant,Chicago,30,API-integration,0
2849,M2850,Airline,Houston,7,VCN-integration,0
2850,M2851,Beauty,Los Angeles,67,Partnership,0
2851,M2852,Airline,New York,65,API-integration,0
2852,M2853,Ticket,San Francisco,36,VCN-integration,0
2853,M2854,Retail,Chicago,25,VCN-integration,0
2854,M2855,Retail,Houston,37,Other integrations,0
2855,M2856,Beauty,New York,1,VCN-integration,0
2856,M2857,Beauty,Phoenix,15,VCN-integration,0
2857,M2858,Beauty,Los Angeles,37,Affirm Anywhere,0
2858,M2859,Retail,New York,13,VCN-integration,0
2859,M2860,Ticket,Houston,8,Other integrations,0
2860,M2861,Beauty,Chicago,5,Affirm Anywhere,0
2861,M2862,Retail,New York,60,Affirm Anywhere,0
2862,M2863,Beauty,Chicago,1,Partnership,0
2863,M2864,Beauty,Phoenix,36,API-integration,0
2864,M2865,Airline,Houston,35,Affirm Anywhere,0
2865,M2866,Beauty,Houston,66,Debit Card,0
2866,M2867,Retail,Los Angeles,63,Affirm Anywhere,0
2867,M2868,Ticket,San Francisco,23,Debit Card,0
2868,M2869,Retail,Houston,9,Partnership,0
2869,M2870,Retail,New York,34,Debit Card,0
2870,M2871,Beauty,New York,46,Partnership,0
2871,M2872,Airline,New York,4,Partnership,0
2872,M2873,Department_store,Phoenix,30,Partnership,0
2873,M2874,Department_store,Houston,3,Debit Card,0
2874,M2875,Department_store,Houston,14,Debit Card,0
2875,M2876,Retail,New York,60,Partnership,0
2876,M2877,Beauty,Los Angeles,45,Partnership,0
2877,M2878,Department_store,Los Angeles,34,API-integration,0
2878,M2879,Restaurant,Houston,45,Partnership,0
2879,M2880,Restaurant,Houston,61,VCN-integration,0
2880,M2881,Restaurant,Chicago,16,API-integration,0
2881,M2882,Ticket,Houston,66,API-integration,0
2882,M2883,Beauty,New York,40,API-integration,0
2883,M2884,Retail,San Francisco,17,VCN-integration,0
2884,M2885,Retail,Phoenix,34,API-integration,0
2885,M2886,Beauty,Houston,16,API-integration,0
2886,M2887,Airline,Houston,60,Debit Card,0
2887,M2888,Airline,New York,66,Other integrations,0
2888,M2889,Ticket,Chicago,66,Debit Card,0
2889,M2890,Beauty,San Francisco,13,Partnership,0
2890,M2891,Airline,Houston,56,Partnership,0
2891,M2892,Ticket,Los Angeles,31,Affirm Anywhere,0
2892,M2893,Department_store,Los Angeles,34,Other integrations,0
2893,M2894,Department_store,Los Angeles,39,VCN-integration,0
2894,M2895,Ticket,Phoenix,67,Debit Card,0
2895,M2896,Beauty,Phoenix,8,Partnership,0
